StockCode,Description,TotalQty,TotalRevenue,LastSold,FirstSold,NumOrders,DaysSinceLastSale
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2011-07-14 12:22:00,2011-07-01 14:53:00,2,148
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,2011-09-22 14:26:00,2011-06-24 09:22:00,3,77
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,149.35,2011-07-20 10:51:00,2011-06-23 11:51:00,17,142
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1185,1718.2499999999998,2011-12-08 14:38:00,2011-07-06 13:56:00,203,0
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,946,1428.74,2011-12-09 12:00:00,2011-06-23 11:51:00,173,0
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,2011-07-29 11:27:00,2011-06-24 13:29:00,3,133
23198,PANTRY MAGNETIC  SHOPPING LIST,2319,3406.87,2011-12-08 19:57:00,2011-06-22 14:24:00,360,0
23199,JUMBO BAG APPLES,5110,10613.800000000001,2011-12-09 12:09:00,2011-04-11 16:47:00,634,0
23200,JUMBO BAG PEARS,3229,6715.42,2011-12-07 14:52:00,2011-05-08 11:21:00,428,1
23201,JUMBO BAG ALPHABET,5693,11756.44,2011-12-09 12:19:00,2011-04-11 16:47:00,684,0
23202,JUMBO BAG VINTAGE LEAF,5915,12287.65,2011-12-08 15:23:00,2011-05-08 11:41:00,718,0
23203,JUMBO BAG DOILEY PATTERNS,3835,7917.0,2011-10-06 13:42:00,2011-05-08 11:34:00,409,63
23203,JUMBO BAG VINTAGE DOILEY ,43,89.44000000000001,2011-08-09 14:57:00,2011-08-04 17:19:00,5,121
23203,JUMBO BAG VINTAGE DOILY ,5030,10456.6,2011-12-09 09:38:00,2011-08-05 16:43:00,565,0
23204,CHARLOTTE BAG APPLES DESIGN,3679,3124.55,2011-12-09 10:10:00,2011-04-11 16:47:00,383,0
23205,CHARLOTTE BAG ALPHABET  DESIGN,190,161.5,2011-06-06 12:29:00,2011-04-12 09:03:00,18,186
23205,CHARLOTTE BAG VINTAGE ALPHABET ,2390,2034.62,2011-12-09 12:16:00,2011-04-11 16:47:00,295,0
23206,LUNCH BAG APPLE DESIGN,6780,11183.0,2011-12-08 17:54:00,2011-04-11 16:47:00,807,0
23207,LUNCH BAG ALPHABET DESIGN,4853,8012.41,2011-12-09 09:38:00,2011-04-11 16:47:00,619,0
23208,LUNCH BAG VINTAGE LEAF DESIGN,4421,7285.85,2011-12-08 15:09:00,2011-04-12 09:49:00,570,0
23209,LUNCH BAG DOILEY PATTERN ,3877,6393.05,2011-10-21 13:13:00,2011-05-08 11:08:00,427,48
23209,LUNCH BAG VINTAGE DOILEY ,30,49.5,2011-08-12 11:08:00,2011-08-09 12:21:00,3,119
23209,LUNCH BAG VINTAGE DOILY ,4318,7129.66,2011-12-08 17:54:00,2011-08-05 16:43:00,505,0
23210,WHITE ROCKING HORSE HAND PAINTED,2054,2562.46,2011-12-09 10:51:00,2011-06-02 09:04:00,148,0
23211,RED ROCKING HORSE HAND PAINTED,1366,1702.46,2011-12-08 12:07:00,2011-06-02 09:37:00,107,1
23212,HEART WREATH DECORATION WITH BELL,1251,1543.59,2011-12-08 15:41:00,2011-06-02 09:04:00,132,0
23212,PAINTED HEART WREATH WITH BELL,12,15.0,2011-09-11 15:59:00,2011-09-11 15:59:00,1,88
23213,STAR WREATH DECORATION WITH BELL,1090,1352.42,2011-12-08 15:41:00,2011-06-02 09:04:00,114,0
23214,BELL HEART ANTIQUE GOLD,12,24.96,2011-07-01 11:32:00,2011-07-01 11:32:00,1,161
23214,JINGLE BELL HEART ANTIQUE GOLD,712,1500.03,2011-12-08 12:07:00,2011-06-01 12:19:00,90,1
23215,JINGLE BELL HEART ANTIQUE SILVER,1760,3724.1600000000003,2011-12-09 12:16:00,2011-06-01 12:19:00,188,0
23216,LAUREL HEART ANTIQUE GOLD,338,418.75,2011-12-06 14:23:00,2011-06-02 09:37:00,38,2
23217,LAUREL HEART ANTIQUE SILVER,642,847.72,2011-12-06 15:10:00,2011-06-02 09:37:00,75,2
23218,LAUREL STAR ANTIQUE GOLD,252,315.81,2011-12-01 19:42:00,2011-07-21 12:25:00,31,7
23219,LAUREL STAR ANTIQUE SILVER ,368,459.6,2011-12-06 15:10:00,2011-06-02 09:04:00,48,2
23220,REINDEER HEART DECORATION GOLD,653,561.1899999999999,2011-12-08 12:07:00,2011-06-09 13:09:00,73,1
23221,REINDEER HEART DECORATION SILVER,1096,954.4799999999999,2011-12-08 12:07:00,2011-06-02 09:04:00,106,1
23222,CHRISTMAS TREE HANGING GOLD,549,480.46999999999997,2011-12-08 15:41:00,2011-06-23 09:38:00,61,0
23223,CHRISTMAS TREE HANGING SILVER ,606,520.3399999999999,2011-12-08 13:59:00,2011-06-23 09:38:00,64,0
23224,CHERUB HEART DECORATION GOLD,484,406.84,2011-12-08 12:07:00,2011-06-02 09:04:00,56,1
23225,CHERUB HEART DECORATION SILVER ,630,541.14,2011-12-05 17:17:00,2011-06-02 09:37:00,61,3
23226,FILIGREE HEART DAISY WHITE,1055,1308.67,2011-12-05 12:30:00,2011-05-31 12:11:00,68,4
23227,FILIGREE HEART BUTTERFLY WHITE ,1352,1677.3,2011-12-08 17:54:00,2011-05-26 12:00:00,85,0
23228,FILIGREE HEART BIRD WHITE ,1109,1396.54,2011-12-08 12:07:00,2011-05-26 10:25:00,75,1
23229,DONKEY TAIL GAME ,18,67.5,2011-09-22 13:20:00,2011-07-06 15:10:00,3,77
23229,VINTAGE DONKEY TAIL GAME ,946,3566.05,2011-12-09 12:16:00,2011-06-14 13:40:00,200,0
23230,WRAP ALPHABET DESIGN,5125,2152.5,2011-12-06 16:21:00,2011-01-13 11:48:00,205,2
23231,WRAP  VINTAGE DOILY ,2225,934.5,2011-12-06 15:43:00,2011-08-09 14:18:00,89,2
23231,WRAP DOILEY DESIGN,3875,1627.5,2011-08-18 08:49:00,2011-01-12 15:06:00,155,113
23232,WRAP VINTAGE LEAF DESIGN,2901,1218.42,2011-12-08 12:54:00,2011-06-22 12:16:00,117,0
23232,WRAP VINTAGE PETALS  DESIGN,2375,997.5,2011-07-24 14:33:00,2011-01-17 12:31:00,95,137
23233,WRAP POPPIES  DESIGN,3675,1543.5,2011-12-08 11:25:00,2011-01-16 13:18:00,147,1
23234,BISCUIT TIN VINTAGE CHRISTMAS,1200,3491.7,2011-12-08 15:37:00,2011-06-14 12:24:00,225,0
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,2011-07-21 12:28:00,2011-06-14 09:43:00,3,141
23235,STORAGE TIN VINTAGE LEAF,462,1233.5,2011-12-09 08:39:00,2011-06-08 12:44:00,89,0
23236,DOILEY BISCUIT TIN,72,208.07999999999998,2011-09-14 10:34:00,2011-06-09 12:27:00,12,86
23236,DOILEY STORAGE TIN,554,1601.06,2011-11-10 16:51:00,2011-06-08 12:44:00,104,28
23236,STORAGE TIN VINTAGE DOILEY ,6,17.34,2011-08-09 14:57:00,2011-08-09 14:57:00,1,121
23236,STORAGE TIN VINTAGE DOILY ,755,2210.95,2011-12-08 15:31:00,2011-08-05 17:12:00,152,0
23237,SET OF 4 KNICK KNACK TINS LEAF,499,2070.8500000000004,2011-12-09 12:09:00,2011-07-05 11:49:00,112,0
23237,SET OF 4 KNICK KNACK TINS LEAVES ,256,1057.2,2011-09-30 09:40:00,2011-06-08 13:35:00,52,70
23238,SET OF 4 KNICK KNACK TINS LONDON ,1151,4776.650000000001,2011-12-09 12:09:00,2011-06-07 14:03:00,223,0
23239,SET OF 4 KNICK KNACK TINS POPPIES,668,2602.4,2011-12-09 08:39:00,2011-06-08 12:44:00,153,0
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6,24.900000000000002,2011-08-09 14:57:00,2011-08-09 14:57:00,1,121
23240,SET OF 4 KNICK KNACK TINS DOILEY ,938,3892.7000000000003,2011-10-06 13:42:00,2011-06-07 13:10:00,161,63
23240,SET OF 4 KNICK KNACK TINS DOILY ,1662,6897.3,2011-12-09 08:48:00,2011-08-05 15:38:00,302,0
23241,TREASURE TIN GYMKHANA DESIGN,1333,2772.64,2011-12-08 12:07:00,2011-06-08 12:49:00,276,1
23242,TREASURE TIN BUFFALO BILL ,854,1776.3200000000002,2011-12-07 14:43:00,2011-06-08 12:49:00,180,1
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1721,8183.75,2011-12-09 08:48:00,2011-06-08 08:12:00,371,0
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,2011-06-14 11:23:00,2011-06-14 09:43:00,2,178
23244,ROUND STORAGE TIN VINTAGE LEAF,469,918.91,2011-12-07 08:45:00,2011-06-08 13:35:00,90,2
23244,STORAGE TIN VINTAGE LEAF,60,117.0,2011-09-22 14:26:00,2011-06-09 10:23:00,7,77
23245,SET OF 3 REGENCY CAKE TINS,3275,15584.050000000001,2011-12-09 12:08:00,2011-06-08 12:02:00,681,0
23247,BISCUIT TIN 50'S CHRISTMAS,1364,3970.96,2011-12-08 15:37:00,2011-06-08 13:09:00,260,0
23249,ENAMEL DINNER PLATE PANTRY,12,19.799999999999997,2011-09-06 12:02:00,2011-09-06 12:02:00,1,94
23249,VINTAGE RED ENAMEL TRIM PLATE,598,986.6999999999998,2011-12-07 13:46:00,2011-06-14 10:00:00,64,1
23250,ENAMEL BOWL PANTRY,24,30.0,2011-09-06 12:02:00,2011-07-14 12:22:00,2,94
23250,VINTAGE RED TRIM ENAMEL BOWL ,904,1130.0,2011-12-08 13:36:00,2011-06-14 10:00:00,84,0
23251,ENAMEL MUG PANTRY,12,15.0,2011-07-14 12:22:00,2011-07-14 12:22:00,1,148
23251,VINTAGE RED ENAMEL TRIM MUG ,889,1111.25,2011-12-08 13:36:00,2011-06-14 10:00:00,90,0
23252,ENAMEL JUG PANTRY,8,30.0,2011-09-06 12:02:00,2011-07-14 12:22:00,2,94
23252,VINTAGE RED ENAMEL TRIM JUG ,482,1807.5,2011-12-08 13:50:00,2011-06-12 12:00:00,121,0
23254,CHILDRENS CUTLERY DOLLY GIRL ,1081,4486.150000000001,2011-12-09 12:50:00,2011-04-07 11:30:00,262,0
23254,KIDS CUTLERY DOLLY GIRL ,36,149.4,2011-09-30 09:40:00,2011-04-12 09:03:00,8,70
23255,CHILDRENS CUTLERY CIRCUS PARADE,501,2079.15,2011-12-09 12:50:00,2011-04-10 12:53:00,135,0
23256,CHILDRENS CUTLERY SPACEBOY ,1266,5253.900000000001,2011-12-09 12:50:00,2011-04-07 11:30:00,305,0
23256,KIDS CUTLERY SPACEBOY ,36,149.4,2011-09-30 09:40:00,2011-04-12 09:03:00,8,70
23263,SET OF 3 WOODEN HEART DECORATIONS,3201,4196.98,2011-12-08 13:59:00,2011-06-02 14:15:00,380,0
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1722,2254.26,2011-12-08 13:59:00,2011-06-12 11:04:00,246,0
23265,SET OF 3 WOODEN TREE DECORATIONS,1593,2071.27,2011-12-08 15:41:00,2011-06-12 11:04:00,244,0
23266,SET OF 3 WOODEN STOCKING DECORATION,1844,2387.2,2011-12-08 14:38:00,2011-06-12 11:04:00,271,0
23267,SET OF 4 SANTA PLACE SETTINGS,966,1207.5,2011-12-08 13:59:00,2011-06-23 13:51:00,88,0
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,714,1070.58,2011-11-20 11:09:00,2011-06-12 11:47:00,74,19
23269,SET OF 2 CERAMIC CHRISTMAS TREES,496,719.1999999999999,2011-12-08 17:54:00,2011-06-12 11:47:00,71,0
23270,SET OF 2 CERAMIC PAINTED HEARTS ,821,1183.25,2011-12-09 10:51:00,2011-06-02 19:50:00,115,0
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,2011-06-13 15:44:00,2011-06-13 15:44:00,1,178
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,803,672.89,2011-12-07 15:52:00,2011-08-10 10:15:00,58,1
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.7399999999999,2011-12-09 08:39:00,2011-06-22 11:30:00,35,0
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1533.84,2011-12-06 14:50:00,2011-06-05 14:06:00,97,2
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,887,1473.5099999999998,2011-12-09 10:51:00,2011-06-05 14:06:00,95,0
23275,SET OF 3 HANGING OWLS OLLIE BEAK,2081,2618.09,2011-12-09 12:49:00,2011-06-06 16:23:00,257,0
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,854,709.4399999999999,2011-12-08 18:51:00,2011-05-09 16:35:00,118,0
23280,FOLDING MIRROR HOT PINK ,60,49.8,2011-09-19 10:10:00,2011-05-11 12:43:00,4,81
23281,FOLDING BUTTERFLY MIRROR RED  ,544,451.52,2011-12-08 18:51:00,2011-05-10 14:20:00,83,0
23281,FOLDING MIRROR RED  ,18,14.939999999999998,2011-05-13 14:55:00,2011-05-13 12:50:00,2,209
23282,FOLDING BUTTERFLY MIRROR IVORY ,603,502.73999999999995,2011-12-05 17:17:00,2011-05-09 16:35:00,98,3
23282,FOLDING MIRROR IVORY ,18,14.939999999999998,2011-05-13 14:55:00,2011-05-13 12:50:00,2,209
23283,DOORMAT VINTAGE LEAF,230,1555.3,2011-12-06 14:50:00,2011-07-07 18:56:00,20,2
23283,DOORMAT VINTAGE LEAVES DESIGN ,180,1215.0,2011-07-05 12:53:00,2011-05-04 11:58:00,18,156
23284,DOORMAT KEEP CALM AND COME IN,1611,11170.26,2011-12-08 16:38:00,2011-04-27 12:57:00,137,0
23285,PINK VINTAGE SPOT BEAKER,903,767.55,2011-12-02 14:26:00,2011-06-12 13:17:00,121,6
23286,BLUE VINTAGE SPOT BEAKER,1125,956.25,2011-12-07 14:43:00,2011-06-12 13:12:00,150,1
23287,RED VINTAGE SPOT BEAKER,1066,906.1,2011-12-06 11:39:00,2011-06-13 16:33:00,137,3
23288,GREEN VINTAGE SPOT BEAKER,885,752.25,2011-12-05 14:25:00,2011-06-12 13:17:00,124,3
23289,DOLLY GIRL CHILDRENS BOWL,1001,1251.25,2011-12-07 17:05:00,2011-06-13 16:33:00,135,1
23290,SPACEBOY CHILDRENS BOWL,1191,1488.75,2011-12-08 14:39:00,2011-06-13 16:33:00,163,0
23291,DOLLY GIRL CHILDRENS CUP,990,1242.34,2011-12-08 14:39:00,2011-06-13 16:33:00,138,0
23292,SPACE BOY CHILDRENS CUP,34,42.5,2011-06-23 13:51:00,2011-06-13 16:33:00,4,168
23292,SPACEBOY CHILDRENS CUP,1153,1443.67,2011-12-08 15:03:00,2011-06-17 10:12:00,150,0
23293,SET OF 12 FAIRY CAKE BAKING CASES,3688,3051.3599999999997,2011-12-09 12:19:00,2011-07-13 12:18:00,425,0
23294,SET OF 6 SNACK LOAF BAKING CASES,2144,1774.4599999999998,2011-12-07 16:47:00,2011-07-13 11:35:00,275,1
23295,SET OF 12 MINI LOAF BAKING CASES,2877,2381.75,2011-12-08 19:57:00,2011-07-14 11:45:00,334,0
23296,SET OF 6 TEA TIME BAKING CASES,2345,2919.49,2011-12-08 19:57:00,2011-07-13 11:35:00,296,0
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1392,2290.3999999999996,2011-11-22 16:47:00,2011-07-13 11:35:00,123,16
23298,"BUNTING , SPOTTY ",36,178.20000000000002,2011-06-24 09:24:00,2011-05-13 14:55:00,5,168
23298,SPOTTY BUNTING,4755,23513.050000000003,2011-12-09 12:16:00,2011-05-04 13:57:00,962,0
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,2011-05-08 15:16:00,2011-05-08 15:16:00,1,214
23299,FOOD COVER WITH BEADS SET 2 ,627,2358.67,2011-11-29 12:06:00,2011-05-04 13:57:00,115,10
23300,GARDENERS KNEELING PAD CUP OF TEA ,3545,5964.929999999999,2011-12-08 20:01:00,2011-05-15 12:21:00,603,0
23301,GARDENERS KNEELING PAD KEEP CALM ,4777,8078.969999999999,2011-12-09 11:26:00,2011-05-15 11:43:00,709,0
23302,KNEELING MAT HOUSEWORK  DESIGN,873,1320.2299999999998,2011-12-09 09:07:00,2011-05-15 15:31:00,181,0
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,2011-12-05 10:14:00,2011-10-26 13:22:00,6,4
23304,SET 4 PICNIC CUTLERY CHERRY ,71,138.45,2011-12-06 12:09:00,2011-10-30 11:25:00,9,3
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,2011-12-06 12:09:00,2011-10-23 15:27:00,9,3
23306,SET OF 36 DOILIES PANTRY DESIGN,1813,2630.3199999999997,2011-11-07 09:12:00,2011-06-05 11:29:00,188,32
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.019999999999996,2011-12-04 12:32:00,2011-10-25 14:35:00,14,5
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6981,3843.4300000000003,2011-12-08 15:31:00,2011-06-03 12:17:00,471,0
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3627,1998.41,2011-12-08 16:29:00,2011-06-05 14:06:00,288,0
23309,SET OF 60 I LOVE LONDON CAKE CASES ,2702,1511.3000000000002,2011-12-08 15:31:00,2011-06-02 15:13:00,259,0
23310,BUBBLEGUM RING ASSORTED,23,18.27,2011-12-06 13:20:00,2011-09-21 14:40:00,8,2
23311,VINTAGE CHRISTMAS STOCKING ,1965,5005.349999999999,2011-12-07 13:53:00,2011-07-14 13:28:00,275,1
23312,VINTAGE CHRISTMAS GIFT SACK,1000,4143.6,2011-12-07 10:12:00,2011-07-17 13:25:00,188,2
23313,VINTAGE CHRISTMAS BUNTING,1975,9732.25,2011-12-09 12:19:00,2011-07-12 15:15:00,346,0
23318,BOX OF 6 MINI VINTAGE CRACKERS,1905,4726.2300000000005,2011-12-09 12:19:00,2011-07-07 12:38:00,305,0
23319,BOX OF 6 MINI 50'S CRACKERS,2116,5249.160000000001,2011-12-09 12:19:00,2011-07-07 12:38:00,344,0
23320,GIANT 50'S CHRISTMAS CRACKER,2148,5697.92,2011-12-09 11:34:00,2011-07-05 12:47:00,300,0
23321,SMALL WHITE HEART OF WICKER,3542,5834.499999999999,2011-12-08 13:47:00,2011-06-09 12:21:00,568,0
23322,LARGE WHITE HEART OF WICKER,2256,6640.500000000001,2011-12-08 12:07:00,2011-06-12 12:01:00,500,1
23323,WHITE WICKER STAR ,1296,2712.6000000000004,2011-12-08 13:59:00,2011-06-23 18:33:00,267,0
23324,RUSTIC STRAWBERRY JAM POT LARGE ,213,443.04,2011-11-27 15:38:00,2011-08-16 16:17:00,32,11
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,72,149.76,2011-10-06 13:42:00,2011-08-05 15:45:00,5,63
23325,RUSTIC STRAWBERRY JAM POT SMALL,228,373.79999999999995,2011-11-27 15:38:00,2011-08-16 16:17:00,23,11
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.39999999999999,2011-10-06 13:42:00,2011-08-11 16:30:00,3,63
23326,HANGING MINI COLOURED BOTTLES,137,86.31,2011-12-09 12:00:00,2011-08-12 11:48:00,13,0
23327,HANGING CLEAR MINI BOTTLE,78,49.14,2011-12-05 16:05:00,2011-08-15 14:17:00,12,3
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1535,5546.01,2011-12-09 12:31:00,2011-08-10 16:01:00,274,0
23329,DECORATIVE WICKER HEART LARGE,1473,2425.6499999999996,2011-12-08 18:42:00,2011-08-07 15:43:00,210,0
23330,DECORATIVE WICKER HEART MEDIUM,1409,1761.25,2011-12-08 18:42:00,2011-08-08 13:53:00,188,0
23331,DECORATIVE WICKER HEART SMALL,384,241.92000000000002,2011-12-08 18:42:00,2011-08-14 12:23:00,59,0
23332,IVORY WICKER HEART LARGE,1751,2886.7499999999995,2011-12-07 14:34:00,2011-08-07 15:43:00,262,1
23333,IVORY WICKER HEART MEDIUM,1696,2114.96,2011-12-07 14:12:00,2011-08-08 14:37:00,208,1
23334,IVORY WICKER HEART SMALL,341,214.83,2011-12-09 12:20:00,2011-08-11 12:00:00,60,0
23335,EGG FRYING PAN IVORY ,262,544.96,2011-12-08 13:45:00,2011-06-13 16:33:00,79,0
23336,EGG FRYING PAN PINK ,199,415.97,2011-12-08 13:47:00,2011-06-13 16:33:00,63,0
23337,EGG FRYING PAN MINT ,169,351.52000000000004,2011-12-08 13:47:00,2011-06-13 16:33:00,60,0
23338,EGG FRYING PAN RED ,309,642.72,2011-12-09 12:20:00,2011-06-12 13:17:00,89,0
23339,EGG FRYING PAN BLUE ,150,312.0,2011-12-08 13:47:00,2011-06-13 16:33:00,58,0
23340,VINTAGE CHRISTMAS CAKE FRILL,1199,1978.3499999999997,2011-12-08 13:50:00,2011-07-31 15:31:00,114,0
23343,JUMBO BAG VINTAGE CHRISTMAS ,2855,5930.900000000001,2011-12-09 11:34:00,2011-06-13 11:33:00,359,0
23344,JUMBO BAG 50'S CHRISTMAS ,4551,9449.880000000001,2011-12-09 12:19:00,2011-06-15 13:25:00,523,0
23345, DOLLY GIRL BEAKER,946,1182.5,2011-12-08 14:39:00,2011-07-24 16:15:00,127,0
23346,SPACEBOY BEAKER,975,1218.75,2011-12-08 14:39:00,2011-07-24 16:15:00,131,0
23347,I LOVE LONDON BEAKER,491,613.75,2011-12-07 15:43:00,2011-07-24 16:15:00,67,1
23348,CHILDRENS TOY COOKING UTENSIL SET,528,1098.24,2011-11-23 12:20:00,2011-08-26 15:44:00,118,16
23349,ROLL WRAP VINTAGE CHRISTMAS,2199,2748.75,2011-12-09 11:34:00,2011-08-04 15:23:00,237,0
23350,ROLL WRAP VINTAGE SPOT ,2152,2690.0,2011-12-09 12:19:00,2011-08-04 15:23:00,240,0
23351,ROLL WRAP 50'S CHRISTMAS,2394,2992.5,2011-12-09 10:20:00,2011-08-11 11:44:00,261,0
23352,ROLL WRAP 50'S RED CHRISTMAS ,1377,1721.25,2011-12-09 09:38:00,2011-08-11 15:25:00,158,0
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2434,2020.2199999999998,2011-12-09 12:19:00,2011-08-02 14:04:00,232,0
23354,6 GIFT TAGS 50'S CHRISTMAS ,2603,2160.49,2011-12-07 14:43:00,2011-08-02 14:04:00,247,1
23355,HOT WATER BOTTLE KEEP CALM,4425,20617.350000000002,2011-12-09 11:56:00,2011-08-22 13:32:00,711,0
23356,LOVE HOT WATER BOTTLE,2013,11410.35,2011-12-09 12:31:00,2011-08-22 12:52:00,447,0
23357,HOT WATER BOTTLE SEX BOMB,432,1832.0,2011-12-08 19:24:00,2011-08-21 15:17:00,88,0
23358,HOT STUFF HOT WATER BOTTLE,491,1567.71,2011-12-09 08:48:00,2011-08-21 15:17:00,66,0
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,2011-10-06 13:42:00,2011-08-02 12:27:00,6,63
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,699,1359.45,2011-12-08 13:18:00,2011-08-16 10:44:00,66,0
23360,SET 8 CANDLES VINTAGE DOILEY,50,97.5,2011-10-06 13:42:00,2011-08-02 11:33:00,6,63
23360,SET 8 CANDLES VINTAGE DOILY,772,1505.3999999999999,2011-12-08 12:26:00,2011-08-05 17:12:00,97,1
23365,SET 12 COLOUR PENCILS LOVE LONDON,993,643.0500000000001,2011-12-07 13:53:00,2011-09-22 12:13:00,120,1
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,2011-10-21 14:41:00,2011-09-22 12:02:00,3,48
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65,2011-10-06 09:11:00,2011-10-06 09:11:00,1,64
23366,SET 12 COLOURING PENCILS DOILY,1158,752.7,2011-12-08 13:50:00,2011-09-22 11:46:00,129,0
23367,SET 12 COLOUR PENCILS SPACEBOY ,2186,1418.5,2011-12-09 10:13:00,2011-09-22 11:46:00,225,0
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1584,1027.2,2011-12-08 13:50:00,2011-09-22 12:45:00,173,0
23369,SET 36 COLOUR PENCILS LOVE LONDON,453,566.25,2011-12-08 11:43:00,2011-09-22 12:13:00,90,1
23370,SET 36 COLOUR PENCILS DOILEY,32,40.0,2011-10-03 12:48:00,2011-09-22 12:02:00,2,67
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,2011-10-06 09:11:00,2011-10-06 09:11:00,1,64
23370,SET 36 COLOURING PENCILS DOILY,777,971.25,2011-12-08 15:09:00,2011-09-25 11:33:00,95,0
23371,SET 36 COLOUR PENCILS SPACEBOY ,890,1112.5,2011-12-09 11:34:00,2011-09-22 12:02:00,126,0
23372,SET 36 COLOUR PENCILS DOLLY GIRL,718,897.5,2011-12-07 17:05:00,2011-09-22 13:51:00,93,1
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,953,781.4599999999999,2011-12-05 12:03:00,2011-08-02 14:04:00,80,4
23374,RED SPOT PAPER GIFT BAG,1386,1136.52,2011-12-08 13:45:00,2011-08-04 15:23:00,111,0
23375,50'S CHRISTMAS PAPER GIFT BAG,977,801.14,2011-12-08 16:22:00,2011-08-22 10:39:00,83,0
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1718,670.02,2011-12-09 12:19:00,2011-09-05 09:46:00,104,0
23377,PACK OF 12 DOLLY GIRL TISSUES,1116,435.23999999999995,2011-12-06 12:02:00,2011-09-04 12:41:00,78,3
23378,PACK OF 12 50'S CHRISTMAS TISSUES,2045,797.55,2011-12-08 12:54:00,2011-09-05 09:45:00,133,0
23379,PACK OF 12 RED APPLE TISSUES,647,252.32999999999998,2011-12-06 12:02:00,2011-09-05 12:00:00,47,3
23380,PACK OF 12 DOILEY TISSUES,24,9.36,2011-10-06 13:42:00,2011-10-06 13:42:00,1,63
23380,PACK OF 12 VINTAGE DOILY TISSUES,1283,500.36999999999995,2011-12-08 16:22:00,2011-09-05 12:00:00,85,0
23381,PACK OF 12 VINTAGE LEAF TISSUES ,994,387.65999999999997,2011-12-08 14:38:00,2011-09-05 12:00:00,62,0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,716,2685.0,2011-12-09 11:34:00,2011-10-13 13:42:00,147,0
23388,WOODLAND MINI BACKPACK,484,2008.6000000000001,2011-12-09 10:13:00,2011-09-11 15:47:00,129,0
23388,WOODLAND MINI RUCKSACK ,5,20.75,2011-10-18 09:32:00,2011-10-06 09:11:00,2,52
23389,SPACEBOY MINI BACKPACK,648,2689.2000000000003,2011-12-09 12:16:00,2011-09-11 13:39:00,196,0
23389,SPACEBOY MINI RUCKSACK,13,53.95,2011-10-18 09:32:00,2011-09-23 14:05:00,4,52
23390,DOLLY GIRL MINI BACKPACK,413,1713.95,2011-12-09 10:13:00,2011-09-11 13:39:00,140,0
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,2011-10-18 09:32:00,2011-09-23 14:05:00,2,52
23391, I LOVE LONDON MINI BACKPACK,219,908.8500000000001,2011-12-08 11:56:00,2011-09-11 11:29:00,65,1
23391, I LOVE LONDON MINI RUCKSACK,1,4.15,2011-10-06 09:11:00,2011-10-06 09:11:00,1,64
23392,SPACEBOY ROCKET LOLLY MAKERS,347,721.76,2011-12-07 14:43:00,2011-09-06 10:42:00,75,1
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,2011-12-06 14:30:00,2011-09-04 12:07:00,201,2
23394,POSTE FRANCE CUSHION COVER,392,1470.0,2011-12-08 18:42:00,2011-09-04 12:07:00,119,0
23395,BELLE JARDINIERE CUSHION COVER,639,2390.73,2011-12-08 18:42:00,2011-09-04 12:07:00,174,0
23396,BUTTERFLY CUSHION COVER,8,30.0,2011-09-15 12:47:00,2011-09-04 12:07:00,2,85
